rodada_id,partida_id,clube_mand,aprov_mand,posicao_mand,clube_vis,aprov_vis,posicao_vis,placar_mand,placar_vis
12,302829,356,"['d', 'v', 'v', 'v', 'd']",8,282,"['v', 'v', 'd', 'v', 'e']",9,2.0,1.0
12,302826,283,"['e', 'd', 'e', 'd', 'e']",12,276,"['e', 'd', 'e', 'e', 'd']",11,1.0,0.0
12,302823,275,"['d', 'v', 'v', 'v', 'e']",2,263,"['e', 'v', 'e', 'v', 'd']",1,0.0,1.0
12,302827,284,"['d', 'v', 'd', 'v', 'v']",3,294,"['d', 'd', 'd', 'd', 'd']",20,5.0,1.0
12,302824,277,"['e', 'd', 'v', 'd', 'd']",17,262,"['d', 'e', 'v', 'e', 'v']",4,2.0,3.0
12,302825,280,"['v', 'e', 'd', 'v', 'e']",6,290,"['v', 'v', 'e', 'e', 'e']",15,2.0,0.0
12,302830,327,"['d', 'd', 'd', 'v', 'v']",19,285,"['e', 'd', 'd', 'e', 'e']",14,1.0,2.0
12,302822,267,"['v', 'e', 'v', 'd', 'e']",18,1371,"['v', 'd', 'd', 'd', 'd']",10,1.0,0.0
13,302853,276,"['e', 'd', 'e', 'e', 'd']",11,266,"['v', 'd', 'v', 'e', 'v']",5,1.0,0.0
13,302851,262,"['d', 'e', 'v', 'e', 'v']",4,356,"['d', 'v', 'v', 'v', 'd']",8,2.0,0.0
13,302859,265,"['v', 'd', 'v', 'd', 'e']",16,284,"['d', 'v', 'd', 'v', 'v']",3,1.0,2.0
13,302857,285,"['e', 'd', 'd', 'e', 'e']",14,283,"['e', 'd', 'e', 'd', 'e']",12,0.0,0.0
13,302854,264,"['e', 'v', 'e', 'e', 'e']",13,280,"['v', 'e', 'd', 'v', 'e']",6,0.0,1.0
13,302852,263,"['e', 'v', 'e', 'v', 'd']",1,267,"['v', 'e', 'v', 'd', 'e']",18,2.0,0.0
13,302856,282,"['v', 'v', 'd', 'v', 'e']",9,327,"['d', 'd', 'd', 'v', 'v']",19,2.0,2.0
13,302858,293,"['e', 'v', 'e', 'e', 'e']",7,275,"['d', 'v', 'v', 'v', 'e']",2,2.0,2.0
13,302860,1371,"['v', 'd', 'd', 'd', 'd']",10,277,"['e', 'd', 'v', 'd', 'd']",17,3.0,0.0
13,302855,290,"['v', 'v', 'e', 'e', 'e']",15,294,"['d', 'd', 'd', 'd', 'd']",20,1.0,2.0
14,302602,267,"['v', 'e', 'v', 'd', 'e']",18,283,"['e', 'd', 'e', 'd', 'e']",12,0.0,1.0
14,302610,1371,"['v', 'd', 'd', 'd', 'd']",10,265,"['v', 'd', 'v', 'd', 'e']",16,1.0,1.0
14,302606,282,"['v', 'v', 'd', 'v', 'e']",9,264,"['e', 'v', 'e', 'e', 'e']",13,0.0,1.0
14,302608,294,"['d', 'd', 'd', 'd', 'd']",20,327,"['d', 'd', 'd', 'v', 'v']",19,3.0,1.0
14,302603,275,"['d', 'v', 'v', 'v', 'e']",2,262,"['d', 'e', 'v', 'e', 'v']",4,1.0,1.0
14,302604,277,"['e', 'd', 'v', 'd', 'd']",17,290,"['v', 'v', 'e', 'e', 'e']",15,4.0,3.0
14,302601,266,"['v', 'd', 'v', 'e', 'v']",5,285,"['e', 'd', 'd', 'e', 'e']",14,2.0,0.0
14,302605,280,"['v', 'e', 'd', 'v', 'e']",6,276,"['e', 'd', 'e', 'e', 'd']",11,0.0,0.0
14,302607,284,"['d', 'v', 'd', 'v', 'v']",3,263,"['e', 'v', 'e', 'v', 'd']",1,0.0,2.0
14,302609,356,"['d', 'v', 'v', 'v', 'd']",8,293,"['e', 'v', 'e', 'e', 'e']",7,1.0,0.0
15,302625,263,"['e', 'v', 'e', 'v', 'd']",1,280,"['v', 'e', 'd', 'v', 'e']",6,2.0,0.0
15,306169,283,"['e', 'd', 'e', 'd', 'e']",12,294,"['d', 'd', 'd', 'd', 'd']",20,0.0,0.0
15,302623,266,"['v', 'd', 'v', 'e', 'v']",5,262,"['d', 'e', 'v', 'e', 'v']",4,0.0,0.0
15,302627,276,"['e', 'd', 'e', 'e', 'd']",11,277,"['e', 'd', 'v', 'd', 'd']",17,4.0,1.0
15,302639,356,"['d', 'v', 'v', 'v', 'd']",8,1371,"['v', 'd', 'd', 'd', 'd']",10,0.0,1.0
15,302635,285,"['e', 'd', 'd', 'e', 'e']",14,275,"['d', 'v', 'v', 'v', 'e']",2,0.0,0.0
15,302637,293,"['e', 'v', 'e', 'e', 'e']",7,265,"['v', 'd', 'v', 'd', 'e']",16,2.0,0.0
15,302631,290,"['v', 'v', 'e', 'e', 'e']",15,282,"['v', 'v', 'd', 'v', 'e']",9,0.0,0.0
15,302629,264,"['e', 'v', 'e', 'e', 'e']",13,284,"['d', 'v', 'd', 'v', 'v']",3,,
15,302640,327,"['d', 'd', 'd', 'v', 'v']",19,267,"['v', 'e', 'v', 'd', 'e']",18,,
16,302651,262,"['d', 'e', 'v', 'e', 'v']",4,327,"['d', 'd', 'd', 'v', 'v']",19,1.0,1.0
16,302653,275,"['d', 'v', 'v', 'v', 'e']",2,356,"['d', 'v', 'v', 'v', 'd']",8,3.0,1.0
16,302664,265,"['v', 'd', 'v', 'd', 'e']",16,264,"['e', 'v', 'e', 'e', 'e']",13,0.0,0.0
16,302665,1371,"['v', 'd', 'd', 'd', 'd']",10,276,"['e', 'd', 'e', 'e', 'd']",11,2.0,1.0
16,302660,284,"['d', 'v', 'd', 'v', 'v']",3,282,"['v', 'v', 'd', 'v', 'e']",9,1.0,0.0
16,302654,277,"['e', 'd', 'v', 'd', 'd']",17,263,"['e', 'v', 'e', 'v', 'd']",1,2.0,2.0
16,302656,280,"['v', 'e', 'd', 'v', 'e']",6,285,"['e', 'd', 'd', 'e', 'e']",14,0.0,0.0
16,302658,283,"['e', 'd', 'e', 'd', 'e']",12,290,"['v', 'v', 'e', 'e', 'e']",15,0.0,1.0
16,302652,267,"['v', 'e', 'v', 'd', 'e']",18,293,"['e', 'v', 'e', 'e', 'e']",7,0.0,2.0
16,302662,294,"['d', 'd', 'd', 'd', 'd']",20,266,"['v', 'd', 'v', 'e', 'v']",5,2.0,0.0
17,302681,266,"['v', 'd', 'v', 'e', 'v']",5,277,"['e', 'd', 'v', 'd', 'd']",17,1.0,0.0
17,302687,285,"['e', 'd', 'd', 'e', 'e']",14,1371,"['v', 'd', 'd', 'd', 'd']",10,1.0,2.0
17,302688,293,"['e', 'v', 'e', 'e', 'e']",7,283,"['e', 'd', 'e', 'd', 'e']",12,3.0,3.0
17,302684,264,"['e', 'v', 'e', 'e', 'e']",13,267,"['v', 'e', 'v', 'd', 'e']",18,3.0,1.0
17,302689,356,"['d', 'v', 'v', 'v', 'd']",8,280,"['v', 'e', 'd', 'v', 'e']",6,0.0,3.0
17,302686,282,"['v', 'v', 'd', 'v', 'e']",9,262,"['d', 'e', 'v', 'e', 'v']",4,1.0,2.0
17,302683,276,"['e', 'd', 'e', 'e', 'd']",11,265,"['v', 'd', 'v', 'd', 'e']",16,0.0,0.0
17,302682,263,"['e', 'v', 'e', 'v', 'd']",1,294,"['d', 'd', 'd', 'd', 'd']",20,4.0,1.0
17,302690,327,"['d', 'd', 'd', 'v', 'v']",19,275,"['d', 'v', 'v', 'v', 'e']",2,1.0,4.0
17,302685,290,"['v', 'v', 'e', 'e', 'e']",15,284,"['d', 'v', 'd', 'v', 'v']",3,1.0,1.0
18,302724,277,"['e', 'd', 'v', 'd', 'd']",17,293,"['e', 'v', 'e', 'e', 'e']",7,1.0,1.0
18,302725,290,"['v', 'v', 'e', 'e', 'e']",15,356,"['d', 'v', 'v', 'v', 'd']",8,1.0,0.0
18,302747,285,"['e', 'd', 'd', 'e', 'e']",14,264,"['e', 'v', 'e', 'e', 'e']",13,2.0,2.0
18,302721,266,"['v', 'd', 'v', 'e', 'v']",5,275,"['d', 'v', 'v', 'v', 'e']",2,2.0,1.0
18,302722,267,"['v', 'e', 'v', 'd', 'e']",18,284,"['d', 'v', 'd', 'v', 'v']",3,1.0,0.0
18,302723,276,"['e', 'd', 'e', 'e', 'd']",11,282,"['v', 'v', 'd', 'v', 'e']",9,0.0,2.0
18,302726,283,"['e', 'd', 'e', 'd', 'e']",12,263,"['e', 'v', 'e', 'v', 'd']",1,0.0,0.0
18,302748,294,"['d', 'd', 'd', 'd', 'd']",20,280,"['v', 'e', 'd', 'v', 'e']",6,0.0,1.0
18,302749,265,"['v', 'd', 'v', 'd', 'e']",16,327,"['d', 'd', 'd', 'v', 'v']",19,3.0,1.0
18,302750,1371,"['v', 'd', 'd', 'd', 'd']",10,262,"['d', 'e', 'v', 'e', 'v']",4,3.0,0.0
19,302773,263,"['e', 'v', 'e', 'v', 'd']",1,285,"['e', 'd', 'd', 'e', 'e']",14,3.0,1.0
19,302780,282,"['v', 'v', 'd', 'v', 'e']",9,265,"['v', 'd', 'v', 'd', 'e']",16,1.0,0.0
19,302777,264,"['e', 'v', 'e', 'e', 'e']",13,294,"['d', 'd', 'd', 'd', 'd']",20,3.0,1.0
19,302782,284,"['d', 'v', 'd', 'v', 'v']",3,266,"['v', 'd', 'v', 'e', 'v']",5,2.0,1.0
19,302788,327,"['d', 'd', 'd', 'v', 'v']",19,290,"['v', 'v', 'e', 'e', 'e']",15,0.0,1.0
19,302772,262,"['d', 'e', 'v', 'e', 'v']",4,276,"['e', 'd', 'e', 'e', 'd']",11,1.0,1.0
19,302786,356,"['d', 'v', 'v', 'v', 'd']",8,277,"['e', 'd', 'v', 'd', 'd']",17,4.0,0.0
19,302775,275,"['d', 'v', 'v', 'v', 'e']",2,283,"['e', 'd', 'e', 'd', 'e']",12,1.0,0.0
19,302779,280,"['v', 'e', 'd', 'v', 'e']",6,267,"['v', 'e', 'v', 'd', 'e']",18,1.0,1.0
19,302784,293,"['e', 'v', 'e', 'e', 'e']",7,1371,"['v', 'd', 'd', 'd', 'd']",10,2.0,0.0
20,302813,276,"['e', 'd', 'e', 'e', 'd']",11,263,"['e', 'v', 'e', 'v', 'd']",1,0.0,0.0
20,302817,285,"['e', 'd', 'd', 'e', 'e']",14,356,"['d', 'v', 'v', 'v', 'd']",8,0.0,1.0
20,302811,266,"['v', 'd', 'v', 'e', 'v']",5,327,"['d', 'd', 'd', 'v', 'v']",19,3.0,1.0
20,302820,1371,"['v', 'd', 'd', 'd', 'd']",10,275,"['d', 'v', 'v', 'v', 'e']",2,0.0,2.0
20,302816,283,"['e', 'd', 'e', 'd', 'e']",12,264,"['e', 'v', 'e', 'e', 'e']",13,1.0,1.0
20,302812,267,"['v', 'e', 'v', 'd', 'e']",18,282,"['v', 'v', 'd', 'v', 'e']",9,1.0,0.0
20,302814,277,"['e', 'd', 'v', 'd', 'd']",17,284,"['d', 'v', 'd', 'v', 'v']",3,2.0,1.0
20,302818,294,"['d', 'd', 'd', 'd', 'd']",20,262,"['d', 'e', 'v', 'e', 'v']",4,2.0,3.0
20,302819,265,"['v', 'd', 'v', 'd', 'e']",16,280,"['v', 'e', 'd', 'v', 'e']",6,4.0,0.0
20,302815,290,"['v', 'v', 'e', 'e', 'e']",15,293,"['e', 'v', 'e', 'e', 'e']",7,1.0,1.0
21,302841,262,"['d', 'e', 'v', 'e', 'v']",4,285,"['e', 'd', 'd', 'e', 'e']",14,0.0,0.0
21,302844,264,"['e', 'v', 'e', 'e', 'e']",13,290,"['v', 'v', 'e', 'e', 'e']",15,1.0,1.0
21,302845,280,"['v', 'e', 'd', 'v', 'e']",6,1371,"['v', 'd', 'd', 'd', 'd']",10,2.0,0.0
21,302842,263,"['e', 'v', 'e', 'v', 'd']",1,265,"['v', 'd', 'v', 'd', 'e']",16,3.0,0.0
21,302846,282,"['v', 'v', 'd', 'v', 'e']",9,277,"['e', 'd', 'v', 'd', 'd']",17,2.0,0.0
21,302850,327,"['d', 'd', 'd', 'v', 'v']",19,276,"['e', 'd', 'e', 'e', 'd']",11,2.0,1.0
21,302843,275,"['d', 'v', 'v', 'v', 'e']",2,267,"['v', 'e', 'v', 'd', 'e']",18,1.0,0.0
21,302848,293,"['e', 'v', 'e', 'e', 'e']",7,266,"['v', 'd', 'v', 'e', 'v']",5,2.0,2.0
21,302849,356,"['d', 'v', 'v', 'v', 'd']",8,294,"['d', 'd', 'd', 'd', 'd']",20,3.0,1.0
21,302847,284,"['d', 'v', 'd', 'v', 'v']",3,283,"['e', 'd', 'e', 'd', 'e']",12,3.0,0.0
22,302875,290,"['v', 'v', 'e', 'e', 'e']",15,285,"['e', 'd', 'd', 'e', 'e']",14,0.0,0.0
22,302878,293,"['e', 'v', 'e', 'e', 'e']",7,282,"['v', 'v', 'd', 'v', 'e']",9,1.0,1.0
22,302872,263,"['e', 'v', 'e', 'v', 'd']",1,262,"['d', 'e', 'v', 'e', 'v']",4,1.0,2.0
22,302877,284,"['d', 'v', 'd', 'v', 'v']",3,1371,"['v', 'd', 'd', 'd', 'd']",10,2.0,0.0
22,302871,266,"['v', 'd', 'v', 'e', 'v']",5,356,"['d', 'v', 'v', 'v', 'd']",8,1.0,0.0
22,302874,264,"['e', 'v', 'e', 'e', 'e']",13,275,"['d', 'v', 'v', 'v', 'e']",2,0.0,0.0
22,302876,283,"['e', 'd', 'e', 'd', 'e']",12,280,"['v', 'e', 'd', 'v', 'e']",6,0.0,0.0
22,302879,265,"['v', 'd', 'v', 'd', 'e']",16,267,"['v', 'e', 'v', 'd', 'e']",18,1.0,1.0
22,302880,327,"['d', 'd', 'd', 'v', 'v']",19,277,"['e', 'd', 'v', 'd', 'd']",17,2.0,0.0
22,302873,276,"['e', 'd', 'e', 'e', 'd']",11,294,"['d', 'd', 'd', 'd', 'd']",20,,
